"id"	"governement_work"	"occupation"	"capital_gain"	"capital_loss"	"hours_per_week"
"1597"	1803	"Private"	"Craft repair"	0	0	40
"1598"	1804	"Private"	"Other service"	0	0	40
"1599"	1805	"State gov"	"Prof specialty"	0	0	40
"1600"	1810	"Private"	"Other service"	0	0	40
"1601"	1811	"Self emp not inc"	"Sales"	0	0	40
"1602"	1812	"Private"	"Handlers cleaners"	0	0	40
"1603"	1814	"Private"	"Tech support"	0	0	40
"1604"	1817	"Private"	"Transport moving"	0	0	40
"1605"	1823	"Private"	"Other service"	0	0	40
"1606"	1825	"Private"	"Exec managerial"	0	0	40
"1607"	1826	"Private"	"Adm clerical"	0	0	40
"1608"	1830	"Private"	"Machine op inspct"	0	0	40
"1609"	1831	"State gov"	"Exec managerial"	0	0	40
"1610"	1833	"Private"	"Prof specialty"	0	0	40
"1611"	1836	"Private"	"Priv house serv"	0	0	40
"1612"	1838	"Private"	"Exec managerial"	0	0	40
"1613"	1839	"Private"	"Handlers cleaners"	0	0	40
"1614"	1840	"Local gov"	"Adm clerical"	0	0	40
"1615"	1841	"Private"	"Craft repair"	0	0	40
"1616"	1843	NA	NA	0	0	40
"1617"	1844	NA	NA	0	0	40
"1618"	1845	"Private"	"Other service"	0	0	40
"1619"	1847	NA	NA	0	0	40
"1620"	1848	"Private"	"Other service"	0	0	40
"1621"	1850	"Private"	"Machine op inspct"	0	0	40
"1622"	1852	"Private"	"Prof specialty"	0	0	40
"1623"	1853	"Private"	"Priv house serv"	0	0	40
"1624"	1854	"Private"	"Protective serv"	0	0	40
"1625"	1855	"Private"	"Machine op inspct"	2977	0	40
"1626"	1856	"Private"	"Machine op inspct"	0	0	40
"1627"	1857	"Private"	"Sales"	0	0	40
"1628"	1858	NA	NA	0	0	40
"1629"	1860	NA	NA	0	0	40
"1630"	1861	"Private"	"Handlers cleaners"	0	0	40
"1631"	1862	"Private"	"Machine op inspct"	0	0	40
"1632"	1864	"Private"	"Craft repair"	0	0	40
"1633"	1866	"Private"	"Prof specialty"	0	0	40
"1634"	1869	"Private"	"Craft repair"	0	0	40
"1635"	1870	"Private"	"Handlers cleaners"	0	0	40
"1636"	1871	"Private"	"Adm clerical"	0	0	40
"1637"	1873	"Private"	"Sales"	0	0	40
"1638"	1876	"Private"	"Prof specialty"	0	0	40
"1639"	1880	"Private"	"Adm clerical"	0	0	40
"1640"	1881	"Private"	"Prof specialty"	0	0	40
"1641"	1887	"Private"	"Craft repair"	0	0	40
"1642"	1888	"Private"	"Craft repair"	0	0	40
"1643"	1892	"Private"	"Exec managerial"	0	0	40
"1644"	1893	"Federal gov"	"Prof specialty"	0	0	40
"1645"	1895	"Private"	"Adm clerical"	0	0	40
"1646"	1896	"Private"	"Machine op inspct"	0	0	40
"1647"	1897	"Private"	"Other service"	0	0	40
"1648"	1899	"Private"	"Craft repair"	0	0	40
"1649"	1902	"Private"	"Farming fishing"	0	0	40
"1650"	1905	"Private"	"Machine op inspct"	0	0	40
"1651"	1906	"Private"	"Other service"	0	0	40
"1652"	1907	"Local gov"	"Craft repair"	0	0	40
"1653"	1908	"Private"	"Machine op inspct"	0	0	40
"1654"	1909	NA	NA	0	0	40
"1655"	1910	"Private"	"Sales"	0	0	40
"1656"	1913	"Private"	"Craft repair"	0	0	40
"1657"	1914	"Private"	"Handlers cleaners"	0	0	40
"1658"	1917	"Private"	"Adm clerical"	0	0	40
"1659"	1918	"Private"	"Machine op inspct"	0	0	40
"1660"	1920	"Private"	"Other service"	0	0	40
"1661"	1921	"Private"	"Machine op inspct"	0	0	40
"1662"	1922	"Private"	"Machine op inspct"	0	0	40
"1663"	1923	"Local gov"	"Adm clerical"	0	0	40
"1664"	1924	"Self emp not inc"	"Sales"	0	0	40
"1665"	1925	"Private"	"Machine op inspct"	3137	0	40
"1666"	1926	"Private"	"Machine op inspct"	0	0	40
"1667"	1928	"Private"	"Handlers cleaners"	0	0	40
"1668"	1929	"Private"	"Adm clerical"	4416	0	40
"1669"	1930	"Local gov"	"Exec managerial"	0	0	40
"1670"	1931	"Private"	"Farming fishing"	3411	0	40
"1671"	1932	"Private"	"Exec managerial"	15024	0	40
"1672"	1933	NA	NA	0	0	40
"1673"	1935	"Private"	"Craft repair"	0	0	40
"1674"	1940	"Private"	"Prof specialty"	0	0	40
"1675"	1941	"State gov"	"Prof specialty"	0	0	40
"1676"	1942	"Private"	"Other service"	0	0	40
"1677"	1943	"Private"	"Craft repair"	0	0	40
"1678"	1944	"Private"	"Transport moving"	0	0	40
"1679"	1945	"Private"	"Other service"	0	0	40
"1680"	1947	"Private"	"Transport moving"	0	0	40
"1681"	1948	"Self emp inc"	"Other service"	0	0	40
"1682"	1949	"Self emp inc"	"Exec managerial"	0	0	40
"1683"	1950	"Private"	"Exec managerial"	0	0	40
"1684"	1953	"Private"	"Adm clerical"	0	0	40
"1685"	1957	"Self emp inc"	"Sales"	0	0	40
"1686"	1958	"Private"	"Machine op inspct"	0	0	40
"1687"	1960	"Private"	"Exec managerial"	0	0	40
"1688"	1962	"Private"	"Machine op inspct"	0	0	40
"1689"	1963	"Private"	"Other service"	0	0	40
"1690"	1964	"Private"	"Other service"	0	0	40
"1691"	1967	"Self emp not inc"	"Craft repair"	0	0	40
"1692"	1968	"Private"	"Handlers cleaners"	0	0	40
"1693"	1969	"Private"	"Other service"	0	0	40
"1694"	1971	"Private"	"Craft repair"	0	0	40
"1695"	1973	"Private"	"Protective serv"	0	0	40
"1696"	1974	"Federal gov"	"Prof specialty"	0	0	40
"1697"	1976	"Private"	"Craft repair"	0	0	40
"1698"	1978	"Private"	"Farming fishing"	0	0	40
"1699"	1980	"Private"	"Craft repair"	0	0	40
"1700"	1981	"Self emp not inc"	"Exec managerial"	0	0	40
"1701"	1987	"Private"	"Machine op inspct"	0	0	40
"1702"	1988	NA	NA	0	0	40
"1703"	1990	"Private"	"Craft repair"	0	0	40
"1704"	1993	"Private"	"Adm clerical"	0	0	40
"1705"	1995	"Private"	"Prof specialty"	0	1902	40
"1706"	1996	"Private"	"Other service"	0	0	40
"1707"	1997	"Private"	"Craft repair"	0	0	40
"1708"	1998	"State gov"	"Other service"	0	0	40
"1709"	2005	"Private"	"Adm clerical"	0	2339	40
"1710"	2008	"Private"	"Craft repair"	0	0	40
"1711"	2013	"Private"	"Adm clerical"	0	0	40
"1712"	2014	"Private"	"Adm clerical"	0	0	40
"1713"	2015	"Private"	"Sales"	0	0	40
"1714"	2018	"Private"	"Craft repair"	0	0	40
"1715"	2020	"Private"	"Machine op inspct"	0	0	40
"1716"	2021	"Private"	"Handlers cleaners"	0	0	40
"1717"	2022	"Private"	"Other service"	0	0	40
"1718"	2023	"Private"	"Other service"	0	0	40
"1719"	2024	"Private"	"Tech support"	0	0	40
"1720"	2026	"Private"	"Craft repair"	0	0	40
"1721"	2028	"Private"	"Other service"	0	0	40
"1722"	2029	"Private"	"Handlers cleaners"	0	0	40
"1723"	2030	"Private"	"Machine op inspct"	0	0	40
"1724"	2031	"Private"	"Sales"	0	0	40
"1725"	2034	"Private"	"Craft repair"	0	0	40
"1726"	2036	"Private"	"Other service"	0	0	40
"1727"	2039	"Private"	"Transport moving"	0	0	40
"1728"	2041	"Private"	"Prof specialty"	0	0	40
"1729"	2042	"Local gov"	"Protective serv"	0	0	40
"1730"	2045	"Private"	"Sales"	0	0	40
"1731"	2047	"State gov"	"Protective serv"	0	0	40
"1732"	2055	"Private"	"Machine op inspct"	0	0	40
"1733"	2056	"Private"	"Machine op inspct"	3137	0	40
"1734"	2057	"Private"	"Craft repair"	0	0	40
"1735"	2058	"Private"	"Exec managerial"	0	0	40
"1736"	2060	"Federal gov"	"Tech support"	0	0	40
"1737"	2062	"Private"	"Other service"	0	0	40
"1738"	2063	"State gov"	"Adm clerical"	0	1485	40
"1739"	2064	"Private"	"Machine op inspct"	0	0	40
"1740"	2066	"Private"	"Farming fishing"	0	0	40
"1741"	2068	NA	NA	20051	0	40
"1742"	2069	"Self emp not inc"	"Craft repair"	0	0	40
"1743"	2070	"Private"	"Farming fishing"	0	0	40
"1744"	2073	"Private"	"Other service"	0	0	40
"1745"	2075	"Private"	"Transport moving"	0	0	40
"1746"	2077	"Federal gov"	"Exec managerial"	0	0	40
"1747"	2079	"Private"	"Handlers cleaners"	0	0	40
"1748"	2081	"Private"	"Adm clerical"	0	0	40
"1749"	2085	"Private"	"Machine op inspct"	0	0	40
"1750"	2089	"Private"	"Prof specialty"	0	0	40
"1751"	2090	"Private"	"Exec managerial"	0	0	40
"1752"	2091	"Private"	"Other service"	0	0	40
"1753"	2092	"Private"	"Machine op inspct"	0	0	40
"1754"	2093	"Self emp inc"	"Sales"	0	0	40
"1755"	2094	"Private"	"Machine op inspct"	0	0	40
"1756"	2095	"Private"	"Craft repair"	0	0	40
"1757"	2096	"Private"	"Sales"	0	0	40
"1758"	2099	"Private"	"Craft repair"	0	0	40
"1759"	2100	"Private"	"Machine op inspct"	0	0	40
"1760"	2101	"Private"	"Protective serv"	0	0	40
"1761"	2102	NA	NA	0	0	40
"1762"	2103	"Private"	"Prof specialty"	0	0	40
"1763"	2104	"Private"	"Prof specialty"	0	0	40
"1764"	2105	"Private"	"Protective serv"	0	0	40
"1765"	2106	"Local gov"	"Prof specialty"	0	0	40
"1766"	2107	"Private"	"Handlers cleaners"	0	0	40
"1767"	2108	"Private"	"Adm clerical"	0	0	40
"1768"	2109	"Private"	"Handlers cleaners"	0	0	40
"1769"	2110	"Private"	"Machine op inspct"	0	0	40
"1770"	2111	"Self emp inc"	"Prof specialty"	0	0	40
"1771"	2112	"Local gov"	"Prof specialty"	0	0	40
"1772"	2113	"Self emp inc"	"Machine op inspct"	0	0	40
"1773"	2114	"Private"	"Exec managerial"	0	0	40
"1774"	2116	"Private"	"Transport moving"	0	0	40
"1775"	2118	"Local gov"	"Prof specialty"	0	0	40
"1776"	2120	"Private"	"Other service"	0	0	40
"1777"	2121	"Private"	"Prof specialty"	0	2339	40
"1778"	2123	"Private"	"Handlers cleaners"	0	0	40
"1779"	2124	"Private"	"Sales"	0	0	40
"1780"	2125	NA	NA	0	0	40
"1781"	2126	"Private"	"Tech support"	0	0	40
"1782"	2127	"Private"	"Machine op inspct"	0	0	40
"1783"	2130	"Private"	"Sales"	0	0	40
"1784"	2131	"Private"	"Prof specialty"	0	0	40
"1785"	2132	"Private"	"Machine op inspct"	3464	0	40
"1786"	2136	"Private"	"Machine op inspct"	0	0	40
"1787"	2137	"Private"	"Adm clerical"	0	0	40
"1788"	2138	"Private"	"Machine op inspct"	0	0	40
"1789"	2140	"Private"	"Prof specialty"	0	0	40
"1790"	2141	"Private"	"Craft repair"	0	0	40
"1791"	2143	"Private"	"Exec managerial"	0	0	40
"1792"	2144	"Private"	"Tech support"	0	0	40
"1793"	2145	"Private"	"Other service"	0	0	40
"1794"	2147	"Federal gov"	"Prof specialty"	0	0	40
"1795"	2151	"Private"	"Adm clerical"	0	0	40
"1796"	2152	"Private"	"Machine op inspct"	0	0	40
"1797"	2153	"Private"	"Craft repair"	0	0	40
"1798"	2155	"Local gov"	"Adm clerical"	0	0	40
"1799"	2156	"Private"	"Other service"	0	0	40
"1800"	2157	"Private"	"Other service"	0	0	40
"1801"	2158	"Private"	"Machine op inspct"	0	0	40
"1802"	2159	"Private"	"Tech support"	0	0	40
"1803"	2162	"Private"	"Sales"	0	0	40
"1804"	2163	"Private"	"Exec managerial"	3103	0	40
"1805"	2164	"Private"	"Exec managerial"	2597	0	40
"1806"	2166	"Private"	"Tech support"	0	0	40
"1807"	2169	"Self emp inc"	"Farming fishing"	0	0	40
"1808"	2170	"Private"	"Adm clerical"	0	1977	40
"1809"	2171	"Private"	"Priv house serv"	0	0	40
"1810"	2172	"Private"	"Prof specialty"	0	0	40
"1811"	2173	"Private"	"Machine op inspct"	0	0	40
"1812"	2177	"Private"	"Prof specialty"	0	0	40
"1813"	2181	"Private"	"Machine op inspct"	0	0	40
"1814"	2183	"Private"	"Craft repair"	0	0	40
"1815"	2185	"Private"	"Adm clerical"	0	0	40
"1816"	2187	"Private"	"Adm clerical"	0	0	40
"1817"	2188	"Private"	"Prof specialty"	0	0	40
"1818"	2190	"Private"	"Craft repair"	0	0	40
"1819"	2192	"Private"	"Adm clerical"	0	0	40
"1820"	2195	"Private"	"Handlers cleaners"	0	0	40
"1821"	2196	"Private"	"Adm clerical"	0	0	40
"1822"	2198	"Private"	"Exec managerial"	0	0	40
"1823"	2199	"Private"	"Other service"	0	0	40
"1824"	2200	"Private"	"Other service"	0	0	40
"1825"	2201	"Private"	"Prof specialty"	0	0	40
"1826"	2202	"Private"	"Machine op inspct"	0	0	40
"1827"	2203	"Private"	"Adm clerical"	0	0	40
"1828"	2205	"Private"	"Craft repair"	0	0	40
"1829"	2207	"Private"	"Craft repair"	0	0	40
"1830"	2208	"Private"	"Farming fishing"	0	0	40
"1831"	2209	"Private"	"Craft repair"	0	0	40
"1832"	2210	"Private"	"Adm clerical"	0	0	40
"1833"	2212	"Private"	"Machine op inspct"	0	0	40
"1834"	2213	"Private"	"Other service"	0	0	40
"1835"	2215	"Self emp not inc"	"Exec managerial"	0	0	40
"1836"	2216	NA	NA	0	0	40
"1837"	2217	"Private"	"Sales"	2174	0	40
"1838"	2218	"Private"	"Craft repair"	0	0	40
"1839"	2223	"Private"	"Farming fishing"	0	0	40
"1840"	2225	"Private"	"Machine op inspct"	0	0	40
"1841"	2227	"Private"	"Tech support"	0	0	40
"1842"	2231	"Private"	"Adm clerical"	0	0	40
"1843"	2232	"Private"	"Transport moving"	0	0	40
"1844"	2233	"Self emp inc"	"Exec managerial"	0	0	40
"1845"	2234	"Private"	"Other service"	0	0	40
"1846"	2235	"Private"	"Machine op inspct"	0	0	40
"1847"	2236	"Local gov"	"Farming fishing"	0	0	40
"1848"	2237	"Private"	"Protective serv"	0	0	40
"1849"	2238	"Private"	"Adm clerical"	0	0	40
"1850"	2239	"Private"	"Priv house serv"	0	0	40
"1851"	2248	"Private"	"Exec managerial"	0	0	40
"1852"	2250	"Private"	"Machine op inspct"	0	0	40
"1853"	2255	"Private"	"Other service"	0	0	40
"1854"	2257	"Private"	"Prof specialty"	0	0	40
"1855"	2258	"Private"	"Other service"	0	2603	40
"1856"	2260	"Private"	"Other service"	0	0	40
"1857"	2264	"Private"	"Adm clerical"	0	0	40
"1858"	2265	"Private"	"Handlers cleaners"	0	0	40
"1859"	2266	"Private"	"Adm clerical"	0	0	40
"1860"	2267	"Private"	"Farming fishing"	0	0	40
"1861"	2268	"Private"	"Sales"	0	0	40
"1862"	2269	"Private"	"Machine op inspct"	0	0	40
"1863"	2271	"Private"	"Handlers cleaners"	0	0	40
"1864"	2272	"Private"	"Other service"	0	0	40
"1865"	2273	"Private"	"Other service"	0	0	40
"1866"	2274	"Private"	"Prof specialty"	5178	0	40
"1867"	2277	"Private"	"Craft repair"	0	0	40
"1868"	2278	"Private"	"Farming fishing"	0	0	40
"1869"	2279	"Local gov"	"Adm clerical"	0	0	40
"1870"	2280	"Private"	"Tech support"	0	0	40
"1871"	2282	"Private"	"Sales"	0	1590	40
"1872"	2283	"Private"	"Machine op inspct"	3781	0	40
"1873"	2284	"Private"	"Handlers cleaners"	0	0	40
"1874"	2285	"Private"	"Tech support"	0	0	40
"1875"	2288	"Federal gov"	"Exec managerial"	0	0	40
"1876"	2291	"Private"	"Adm clerical"	0	0	40
"1877"	2292	"Private"	"Other service"	0	0	40
"1878"	2294	"Private"	"Sales"	0	0	40
"1879"	2297	"Private"	"Other service"	0	0	40
"1880"	2299	"Private"	"Farming fishing"	0	0	40
"1881"	2300	"Federal gov"	"Prof specialty"	0	0	40
"1882"	2302	"Self emp inc"	"Prof specialty"	0	0	40
"1883"	2303	"Private"	"Prof specialty"	0	0	40
"1884"	2304	"Private"	"Other service"	0	0	40
"1885"	2305	"Private"	"Other service"	0	0	40
"1886"	2308	"Private"	"Adm clerical"	0	0	40
"1887"	2309	"Private"	"Craft repair"	7688	0	40
"1888"	2311	"Private"	"Machine op inspct"	0	0	40
"1889"	2312	"Private"	"Craft repair"	0	0	40
"1890"	2313	"Private"	"Adm clerical"	0	0	40
"1891"	2314	"Private"	"Craft repair"	4386	0	40
"1892"	2316	"Private"	"Craft repair"	0	0	40
"1893"	2317	"Private"	"Machine op inspct"	0	0	40
"1894"	2318	"Private"	"Machine op inspct"	0	0	40
"1895"	2319	"Private"	"Craft repair"	0	0	40
"1896"	2324	"Private"	"Machine op inspct"	0	0	40
"1897"	2330	"Private"	"Other service"	0	0	40
"1898"	2332	"Private"	"Handlers cleaners"	0	0	40
"1899"	2334	"Private"	"Protective serv"	0	0	40
"1900"	2337	"Private"	"Craft repair"	0	0	40
"1901"	2338	"State gov"	"Other service"	0	0	40
"1902"	2340	"Private"	"Craft repair"	0	0	40
"1903"	2341	"Private"	"Handlers cleaners"	0	0	40
"1904"	2343	"Private"	"Machine op inspct"	0	0	40
"1905"	2344	"Private"	"Machine op inspct"	0	0	40
"1906"	2345	"Private"	"Craft repair"	0	0	40
"1907"	2346	"Private"	"Other service"	0	0	40
"1908"	2348	"State gov"	"Craft repair"	0	0	40
"1909"	2351	"Private"	"Prof specialty"	4386	0	40
"1910"	2352	"Self emp not inc"	"Handlers cleaners"	0	0	40
"1911"	2353	"Private"	"Other service"	0	0	40
"1912"	2354	"Private"	"Farming fishing"	0	0	40
"1913"	2358	"Private"	"Craft repair"	0	0	40
"1914"	2361	"Private"	"Priv house serv"	0	0	40
"1915"	2362	"Private"	"Prof specialty"	0	0	40
"1916"	2364	"Local gov"	"Prof specialty"	0	0	40
"1917"	2367	"Private"	"Exec managerial"	0	0	40
"1918"	2368	"Private"	"Other service"	0	0	40
"1919"	2369	"Self emp not inc"	"Craft repair"	0	0	40
"1920"	2371	"Private"	"Sales"	0	0	40
"1921"	2372	"State gov"	"Transport moving"	0	0	40
"1922"	2374	"Private"	"Handlers cleaners"	0	0	40
"1923"	2375	"Private"	"Other service"	0	0	40
"1924"	2376	"Private"	"Craft repair"	0	0	40
"1925"	2378	"Private"	"Farming fishing"	0	0	40
"1926"	2379	"Private"	"Machine op inspct"	0	0	40
"1927"	2380	"Private"	"Tech support"	0	1977	40
"1928"	2381	"Private"	"Craft repair"	0	0	40
"1929"	2383	"Private"	"Craft repair"	0	0	40
"1930"	2385	"Private"	"Craft repair"	0	0	40
"1931"	2387	"Private"	"Machine op inspct"	0	0	40
"1932"	2391	"Private"	"Prof specialty"	5013	0	40
"1933"	2392	"Private"	"Craft repair"	3674	0	40
"1934"	2394	"Private"	"Craft repair"	0	0	40
"1935"	2396	"Private"	"Adm clerical"	0	0	40
"1936"	2398	"Private"	"Prof specialty"	0	0	40
"1937"	2399	"Private"	"Transport moving"	0	0	40
"1938"	2401	"Private"	"Transport moving"	0	0	40
"1939"	2405	"Private"	"Prof specialty"	0	0	40
"1940"	2407	"Private"	"Handlers cleaners"	0	0	40
"1941"	2408	"Private"	"Adm clerical"	0	0	40
"1942"	2409	"Private"	"Other service"	0	0	40
"1943"	2411	"Private"	"Farming fishing"	0	0	40
"1944"	2413	"Private"	"Handlers cleaners"	0	0	40
"1945"	2414	"Private"	"Machine op inspct"	0	0	40
"1946"	2417	"Private"	"Farming fishing"	0	0	40
"1947"	2420	"Private"	"Prof specialty"	0	0	40
"1948"	2423	"Local gov"	"Craft repair"	0	0	40
"1949"	2425	NA	NA	0	0	40
"1950"	2426	"Private"	"Handlers cleaners"	0	0	40
"1951"	2428	"Local gov"	"Adm clerical"	0	0	40
"1952"	2432	"Private"	"Craft repair"	0	0	40
"1953"	2433	"Private"	"Sales"	0	0	40
"1954"	2434	"Private"	"Priv house serv"	2176	0	40
"1955"	2435	"Private"	"Exec managerial"	0	0	40
"1956"	2436	"Private"	"Craft repair"	0	0	40
"1957"	2437	"Private"	"Craft repair"	0	0	40
"1958"	2440	"Private"	"Craft repair"	0	0	40
"1959"	2442	"Private"	"Machine op inspct"	0	0	40
"1960"	2443	"Private"	"Transport moving"	0	0	40
"1961"	2445	"Private"	"Machine op inspct"	0	0	40
"1962"	2447	"Private"	"Other service"	0	0	40
"1963"	2448	"Private"	"Handlers cleaners"	0	0	40
"1964"	2450	"Private"	"Transport moving"	0	0	40
"1965"	2455	"State gov"	"Exec managerial"	0	0	40
"1966"	2457	"Private"	"Prof specialty"	0	0	40
"1967"	2458	"Federal gov"	"Adm clerical"	0	0	40
"1968"	2459	"Private"	"Other service"	7298	0	40
"1969"	2460	"Private"	"Exec managerial"	0	0	40
"1970"	2461	"Private"	"Craft repair"	0	0	40
"1971"	2465	"Private"	"Tech support"	0	0	40
"1972"	2466	"Private"	"Adm clerical"	2463	0	40
"1973"	2467	"Private"	"Exec managerial"	0	0	40
"1974"	2469	"Private"	"Machine op inspct"	0	0	40
"1975"	2470	"Private"	"Sales"	0	0	40
"1976"	2471	"Local gov"	"Adm clerical"	0	0	40
"1977"	2472	"Private"	"Priv house serv"	0	0	40
"1978"	2473	"Private"	"Prof specialty"	0	0	40
"1979"	2476	"Private"	"Sales"	0	0	40
"1980"	2477	"Private"	"Machine op inspct"	0	0	40
"1981"	2478	"Private"	"Machine op inspct"	0	0	40
"1982"	2479	"Local gov"	"Other service"	0	0	40
"1983"	2480	"Local gov"	"Transport moving"	0	0	40
"1984"	2481	"Private"	"Machine op inspct"	0	0	40
"1985"	2482	"Private"	"Farming fishing"	0	0	40
"1986"	2484	"Private"	"Tech support"	0	0	40
"1987"	2490	"Private"	"Craft repair"	0	0	40
"1988"	2493	"State gov"	"Exec managerial"	0	0	40
"1989"	2498	"Local gov"	"Prof specialty"	0	0	40
"1990"	2499	"State gov"	"Exec managerial"	0	0	40
"1991"	2501	"Private"	"Machine op inspct"	0	0	40
"1992"	2502	"Private"	"Machine op inspct"	0	0	40
"1993"	2503	"Private"	"Craft repair"	0	0	40
"1994"	2504	"Private"	"Prof specialty"	0	0	40
"1995"	2507	"Private"	"Sales"	0	0	40
"1996"	2508	"Private"	"Craft repair"	0	0	40
"1997"	2511	"Private"	"Handlers cleaners"	0	0	40
"1998"	2512	"Private"	"Exec managerial"	0	0	40
"1999"	2513	"Private"	"Exec managerial"	0	0	40
"2000"	2514	"Private"	"Craft repair"	0	0	40
"2001"	2515	"Private"	"Machine op inspct"	0	0	40
"2002"	2517	"Private"	"Handlers cleaners"	7298	0	40
"2003"	2518	"Federal gov"	"Adm clerical"	0	0	40
"2004"	2519	NA	NA	0	0	40
"2005"	2521	"Private"	"Adm clerical"	0	0	40
"2006"	2523	"State gov"	"Other service"	0	0	40
"2007"	2524	"Private"	"Sales"	0	0	40
"2008"	2525	"Private"	"Craft repair"	0	0	40
"2009"	2528	"Private"	"Other service"	0	0	40
"2010"	2530	"Private"	"Machine op inspct"	0	0	40
"2011"	2536	"Private"	"Craft repair"	0	0	40
"2012"	2537	"Private"	"Other service"	0	0	40
"2013"	2538	"Private"	"Machine op inspct"	0	0	40
"2014"	2539	"Private"	"Craft repair"	0	1485	40
"2015"	2541	"Private"	"Exec managerial"	0	0	40
"2016"	2544	"Private"	"Other service"	0	0	40
"2017"	2548	"Private"	"Adm clerical"	0	0	40
"2018"	2549	"Private"	"Adm clerical"	0	1887	40
"2019"	2551	"Private"	"Craft repair"	0	2051	40
"2020"	2552	"Local gov"	"Craft repair"	0	1887	40
"2021"	2555	"Private"	"Sales"	0	0	40
"2022"	2558	"Private"	"Transport moving"	0	0	40
"2023"	2559	"Private"	"Handlers cleaners"	0	0	40
"2024"	2564	"Private"	"Machine op inspct"	0	0	40
"2025"	2565	"Private"	"Handlers cleaners"	0	0	40
"2026"	2566	"Self emp not inc"	"Farming fishing"	0	0	40
"2027"	2568	"Private"	"Other service"	0	0	40
"2028"	2570	"Private"	"Craft repair"	0	0	40
"2029"	2573	"Private"	"Farming fishing"	0	0	40
"2030"	2574	"Private"	"Adm clerical"	0	0	40
"2031"	2577	"Private"	"Transport moving"	3411	0	40
"2032"	2578	"Private"	"Prof specialty"	0	0	40
"2033"	2579	"Private"	"Other service"	0	0	40
"2034"	2580	"Private"	"Prof specialty"	0	0	40
"2035"	2582	"Private"	"Adm clerical"	0	0	40
"2036"	2583	NA	NA	0	0	40
"2037"	2589	"Private"	"Other service"	0	0	40
"2038"	2591	"Self emp not inc"	"Craft repair"	0	0	40
"2039"	2592	"Local gov"	"Prof specialty"	0	0	40
"2040"	2593	"Private"	"Machine op inspct"	0	0	40
"2041"	2596	"Private"	"Other service"	0	0	40
"2042"	2598	"Private"	"Handlers cleaners"	0	0	40
"2043"	2600	NA	NA	0	0	40
"2044"	2605	"Private"	"Farming fishing"	0	0	40
"2045"	2607	"Private"	"Machine op inspct"	0	0	40
"2046"	2609	"Private"	"Machine op inspct"	0	0	40
"2047"	2612	"Private"	"Handlers cleaners"	0	0	40
"2048"	2613	"Private"	"Adm clerical"	0	0	40
"2049"	2615	"Private"	"Adm clerical"	0	0	40
"2050"	2616	"Private"	"Other service"	0	0	40
"2051"	2618	"Private"	"Adm clerical"	0	0	40
"2052"	2624	"Private"	"Adm clerical"	0	0	40
"2053"	2625	"Private"	"Adm clerical"	0	0	40
"2054"	2626	"Private"	"Other service"	0	0	40
"2055"	2627	"Private"	"Prof specialty"	0	0	40
"2056"	2628	"Private"	"Craft repair"	0	0	40
"2057"	2631	"Private"	"Tech support"	0	0	40
"2058"	2632	"Private"	"Prof specialty"	0	0	40
"2059"	2635	"Private"	"Adm clerical"	0	0	40
"2060"	2636	"Private"	"Farming fishing"	0	0	40
"2061"	2639	"Private"	"Craft repair"	5013	0	40
"2062"	2642	"Private"	"Machine op inspct"	0	0	40
"2063"	2643	"Private"	"Other service"	0	0	40
"2064"	2645	"Private"	"Tech support"	0	0	40
"2065"	2649	"Local gov"	"Prof specialty"	0	0	40
"2066"	2650	"Private"	"Craft repair"	0	0	40
"2067"	2652	"Private"	"Handlers cleaners"	0	0	40
"2068"	2653	"Private"	"Prof specialty"	0	0	40
"2069"	2654	"Private"	"Machine op inspct"	0	0	40
"2070"	2656	"Private"	"Sales"	0	0	40
"2071"	2657	"Private"	"Other service"	0	0	40
"2072"	2658	"Private"	"Adm clerical"	0	0	40
"2073"	2660	"Private"	"Tech support"	0	0	40
"2074"	2661	"Private"	"Other service"	0	1672	40
"2075"	2662	"Private"	"Other service"	0	0	40
"2076"	2663	NA	NA	0	0	40
"2077"	2665	NA	NA	0	0	40
"2078"	2666	NA	NA	0	0	40
"2079"	2670	"Private"	"Craft repair"	0	0	40
"2080"	2671	"Private"	"Adm clerical"	0	0	40
"2081"	2673	"Private"	"Craft repair"	0	0	40
"2082"	2674	"Federal gov"	"Prof specialty"	15024	0	40
"2083"	2676	"Local gov"	"Handlers cleaners"	0	0	40
"2084"	2677	"Private"	"Exec managerial"	0	0	40
"2085"	2680	"Private"	"Craft repair"	0	0	40
"2086"	2681	"Private"	"Machine op inspct"	0	0	40
"2087"	2682	"Private"	"Prof specialty"	0	0	40
"2088"	2683	"Private"	"Handlers cleaners"	0	0	40
"2089"	2685	"Private"	"Machine op inspct"	0	0	40
"2090"	2687	"Private"	"Prof specialty"	0	0	40
"2091"	2689	"Private"	"Farming fishing"	0	0	40
"2092"	2692	"Private"	"Craft repair"	0	0	40
"2093"	2694	"Self emp not inc"	"Prof specialty"	27828	0	40
"2094"	2695	"Private"	"Craft repair"	0	0	40
"2095"	2696	"Private"	"Other service"	0	0	40
"2096"	2697	"Private"	"Machine op inspct"	0	0	40
"2097"	2699	"Federal gov"	"Adm clerical"	0	0	40
"2098"	2705	"Private"	"Machine op inspct"	0	0	40
"2099"	97	NA	NA	0	0	41
"2100"	45	"Private"	"Other service"	0	0	42
"2101"	484	"Private"	"Craft repair"	0	0	42
"2102"	683	"Private"	"Other service"	0	0	42
