"id"	"age"	"gender"	"education"	"marital_status"	"relationship"	"ethnicity"
"2021"	1994	46	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2022"	2016	46	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"2023"	2054	46	"Male"	"10th"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"2024"	2092	46	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2025"	2112	46	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2026"	2118	46	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2027"	2136	46	"Female"	"9th"	"Separated"	"Not in family"	"White"
"2028"	2154	46	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2029"	2259	46	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2030"	2300	46	"Female"	"Prof to school"	"Separated"	"Unmarried"	"White"
"2031"	2414	46	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2032"	2494	46	"Female"	"Some to college"	"Divorced"	"Unmarried"	"Black"
"2033"	2560	46	"Female"	"HS to grad"	"Separated"	"Not in family"	"Black"
"2034"	2607	46	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"2035"	2693	46	"Male"	"Preschool"	"Married civ spouse"	"Other relative"	"Black"
"2036"	7	47	"Female"	"Prof to school"	"Married civ spouse"	"Wife"	"White"
"2037"	16	47	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"2038"	50	47	"Male"	"9th"	"Married spouse absent"	"Unmarried"	"White"
"2039"	51	47	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2040"	67	47	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"2041"	117	47	"Female"	"Some to college"	"Never married"	"Not in family"	"Black"
"2042"	127	47	"Female"	"Assoc to acdm"	"Married civ spouse"	"Wife"	"White"
"2043"	131	47	"Male"	"Bachelors"	"Divorced"	"Not in family"	"Asian Pac Islander"
"2044"	158	47	"Female"	"5th to 6th"	"Never married"	"Own child"	"White"
"2045"	163	47	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2046"	230	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2047"	262	47	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2048"	382	47	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2049"	485	47	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2050"	589	47	"Male"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"2051"	661	47	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2052"	677	47	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"2053"	701	47	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2054"	707	47	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2055"	739	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2056"	796	47	"Female"	"HS to grad"	"Widowed"	"Not in family"	"Asian Pac Islander"
"2057"	802	47	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"2058"	864	47	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"2059"	900	47	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2060"	942	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2061"	983	47	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"2062"	1011	47	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2063"	1037	47	"Male"	"Doctorate"	"Divorced"	"Unmarried"	"White"
"2064"	1147	47	"Female"	"HS to grad"	"Married spouse absent"	"Unmarried"	"White"
"2065"	1171	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2066"	1203	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2067"	1257	47	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Black"
"2068"	1279	47	"Female"	"10th"	"Married civ spouse"	"Wife"	"White"
"2069"	1334	47	"Male"	"1st to 4th"	"Married spouse absent"	"Not in family"	"White"
"2070"	1372	47	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2071"	1407	47	"Female"	"Some to college"	"Separated"	"Unmarried"	"White"
"2072"	1470	47	"Female"	"7th to 8th"	"Married civ spouse"	"Wife"	"Other"
"2073"	1567	47	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2074"	1589	47	"Female"	"HS to grad"	"Separated"	"Other relative"	"Other"
"2075"	1630	47	"Male"	"HS to grad"	"Never married"	"Unmarried"	"Amer Indian Eskimo"
"2076"	1645	47	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"Black"
"2077"	1837	47	"Female"	"Bachelors"	"Widowed"	"Unmarried"	"Asian Pac Islander"
"2078"	1839	47	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2079"	1872	47	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2080"	1924	47	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2081"	1956	47	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2082"	1985	47	"Female"	"Some to college"	"Married spouse absent"	"Unmarried"	"White"
"2083"	2035	47	"Female"	"Bachelors"	"Divorced"	"Not in family"	"White"
"2084"	2064	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2085"	2069	47	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2086"	2142	47	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2087"	2183	47	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2088"	2188	47	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"2089"	2220	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2090"	2242	47	"Female"	"Masters"	"Separated"	"Unmarried"	"Asian Pac Islander"
"2091"	2327	47	"Male"	"12th"	"Married civ spouse"	"Husband"	"White"
"2092"	2415	47	"Female"	"HS to grad"	"Never married"	"Own child"	"White"
"2093"	2433	47	"Female"	"5th to 6th"	"Separated"	"Unmarried"	"White"
"2094"	2446	47	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2095"	2490	47	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"2096"	2501	47	"Male"	"5th to 6th"	"Married spouse absent"	"Other relative"	"White"
"2097"	2521	47	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"2098"	2638	47	"Female"	"Some to college"	"Widowed"	"Unmarried"	"White"
"2099"	6	48	"Male"	"11th"	"Never married"	"Unmarried"	"White"
"2100"	77	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2101"	81	48	"Male"	"Masters"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"2102"	357	48	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"Black"
"2103"	366	48	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2104"	411	48	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"2105"	482	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2106"	489	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2107"	557	48	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2108"	585	48	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"Asian Pac Islander"
"2109"	696	48	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2110"	699	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2111"	704	48	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"2112"	761	48	"Female"	"9th"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"2113"	806	48	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2114"	821	48	"Female"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"2115"	882	48	"Female"	"Some to college"	"Separated"	"Not in family"	"White"
"2116"	895	48	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"2117"	961	48	"Female"	"Bachelors"	"Married spouse absent"	"Unmarried"	"Asian Pac Islander"
"2118"	995	48	"Female"	"Some to college"	"Never married"	"Not in family"	"White"
"2119"	1066	48	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"2120"	1085	48	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2121"	1101	48	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2122"	1134	48	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2123"	1193	48	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2124"	1229	48	"Female"	"HS to grad"	"Never married"	"Unmarried"	"Black"
"2125"	1250	48	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"2126"	1316	48	"Female"	"HS to grad"	"Never married"	"Unmarried"	"Black"
"2127"	1318	48	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2128"	1329	48	"Female"	"Bachelors"	"Married spouse absent"	"Other relative"	"Asian Pac Islander"
"2129"	1438	48	"Female"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"2130"	1456	48	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2131"	1505	48	"Female"	"HS to grad"	"Divorced"	"Other relative"	"Other"
"2132"	1515	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2133"	1565	48	"Female"	"5th to 6th"	"Divorced"	"Unmarried"	"Other"
"2134"	1659	48	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2135"	1862	48	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"2136"	1891	48	"Female"	"Bachelors"	"Divorced"	"Not in family"	"White"
"2137"	1965	48	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2138"	2062	48	"Female"	"Preschool"	"Separated"	"Unmarried"	"White"
"2139"	2215	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2140"	2322	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2141"	2323	48	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2142"	2429	48	"Female"	"HS to grad"	"Never married"	"Not in family"	"Black"
"2143"	2489	48	"Female"	"HS to grad"	"Never married"	"Not in family"	"White"
"2144"	2492	48	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2145"	2504	48	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2146"	2597	48	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2147"	2625	48	"Female"	"Bachelors"	"Separated"	"Unmarried"	"Asian Pac Islander"
"2148"	2653	48	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2149"	2670	48	"Male"	"Some to college"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"2150"	2697	48	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2151"	2	49	"Female"	"9th"	"Married spouse absent"	"Not in family"	"Black"
"2152"	113	49	"Female"	"Assoc to voc"	"Married civ spouse"	"Wife"	"White"
"2153"	237	49	"Female"	"Assoc to voc"	"Never married"	"Unmarried"	"White"
"2154"	260	49	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"2155"	478	49	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2156"	544	49	"Male"	"Masters"	"Divorced"	"Unmarried"	"White"
"2157"	546	49	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2158"	562	49	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"2159"	620	49	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"2160"	653	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2161"	689	49	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"2162"	721	49	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"2163"	725	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2164"	732	49	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2165"	775	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2166"	922	49	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"2167"	1014	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2168"	1016	49	"Female"	"7th to 8th"	"Married civ spouse"	"Wife"	"White"
"2169"	1023	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2170"	1068	49	"Male"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"2171"	1105	49	"Female"	"10th"	"Never married"	"Unmarried"	"White"
"2172"	1138	49	"Female"	"HS to grad"	"Widowed"	"Unmarried"	"Asian Pac Islander"
"2173"	1179	49	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"2174"	1405	49	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"2175"	1420	49	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2176"	1460	49	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"2177"	1665	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2178"	1750	49	"Female"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"2179"	1871	49	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"Amer Indian Eskimo"
"2180"	1973	49	"Male"	"Masters"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"2181"	2129	49	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"2182"	2254	49	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2183"	2258	49	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2184"	2289	49	"Male"	"7th to 8th"	"Never married"	"Not in family"	"Asian Pac Islander"
"2185"	2348	49	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2186"	2357	49	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"2187"	2369	49	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"2188"	2471	49	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2189"	2647	49	"Male"	"Bachelors"	"Married spouse absent"	"Unmarried"	"White"
"2190"	2682	49	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2191"	29	50	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2192"	119	50	"Male"	"Some to college"	"Divorced"	"Unmarried"	"Asian Pac Islander"
"2193"	144	50	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2194"	201	50	"Female"	"HS to grad"	"Divorced"	"Other relative"	"Asian Pac Islander"
"2195"	204	50	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"Other"
"2196"	221	50	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2197"	279	50	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2198"	312	50	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"2199"	319	50	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"2200"	325	50	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2201"	336	50	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"2202"	440	50	"Female"	"Some to college"	"Married spouse absent"	"Not in family"	"White"
"2203"	518	50	"Female"	"HS to grad"	"Separated"	"Unmarried"	"Other"
"2204"	541	50	"Female"	"HS to grad"	"Widowed"	"Unmarried"	"Asian Pac Islander"
"2205"	896	50	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2206"	941	50	"Female"	"HS to grad"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"2207"	945	50	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2208"	972	50	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2209"	997	50	"Female"	"Masters"	"Married civ spouse"	"Wife"	"White"
"2210"	1070	50	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2211"	1074	50	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2212"	1183	50	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2213"	1323	50	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2214"	1371	50	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2215"	1398	50	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2216"	1502	50	"Male"	"5th to 6th"	"Divorced"	"Not in family"	"White"
"2217"	1548	50	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2218"	1552	50	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2219"	1635	50	"Male"	"HS to grad"	"Divorced"	"Own child"	"White"
"2220"	1651	50	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2221"	1686	50	"Female"	"HS to grad"	"Divorced"	"Not in family"	"Asian Pac Islander"
"2222"	1717	50	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2223"	1794	50	"Female"	"5th to 6th"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"2224"	1889	50	"Male"	"Masters"	"Never married"	"Not in family"	"Black"
"2225"	1923	50	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2226"	1925	50	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"2227"	1975	50	"Female"	"10th"	"Separated"	"Not in family"	"Black"
"2228"	2131	50	"Female"	"Bachelors"	"Separated"	"Unmarried"	"Asian Pac Islander"
"2229"	2241	50	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2230"	2268	50	"Male"	"12th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2231"	2342	50	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"2232"	2372	50	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2233"	2526	50	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2234"	2540	50	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2235"	2585	50	"Female"	"5th to 6th"	"Married spouse absent"	"Unmarried"	"White"
"2236"	69	51	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2237"	106	51	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"2238"	167	51	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2239"	187	51	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"2240"	272	51	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"2241"	295	51	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2242"	400	51	"Male"	"Assoc to acdm"	"Divorced"	"Unmarried"	"White"
"2243"	439	51	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"2244"	474	51	"Male"	"11th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2245"	492	51	"Male"	"7th to 8th"	"Married spouse absent"	"Not in family"	"Black"
"2246"	551	51	"Female"	"11th"	"Separated"	"Not in family"	"Black"
"2247"	654	51	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2248"	720	51	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"2249"	762	51	"Male"	"HS to grad"	"Never married"	"Not in family"	"Black"
"2250"	832	51	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Black"
"2251"	898	51	"Male"	"Some to college"	"Divorced"	"Not in family"	"White"
"2252"	981	51	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2253"	1008	51	"Female"	"Some to college"	"Divorced"	"Not in family"	"White"
"2254"	1061	51	"Male"	"HS to grad"	"Divorced"	"Other relative"	"Black"
"2255"	1064	51	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2256"	1384	51	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2257"	1478	51	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"White"
"2258"	1575	51	"Male"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"2259"	1610	51	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2260"	1781	51	"Female"	"1st to 4th"	"Widowed"	"Unmarried"	"White"
"2261"	1843	51	"Female"	"1st to 4th"	"Separated"	"Unmarried"	"White"
"2262"	1951	51	"Male"	"Masters"	"Widowed"	"Unmarried"	"White"
"2263"	2049	51	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"2264"	2333	51	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Other"
"2265"	2354	51	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"2266"	2366	51	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2267"	2391	51	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2268"	2459	51	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2269"	2478	51	"Female"	"5th to 6th"	"Separated"	"Unmarried"	"White"
"2270"	2570	51	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"2271"	2572	51	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"2272"	2674	51	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2273"	11	52	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2274"	38	52	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2275"	104	52	"Female"	"HS to grad"	"Widowed"	"Unmarried"	"Asian Pac Islander"
"2276"	107	52	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2277"	282	52	"Female"	"9th"	"Divorced"	"Unmarried"	"White"
"2278"	329	52	"Male"	"Preschool"	"Married civ spouse"	"Not in family"	"White"
"2279"	364	52	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"2280"	409	52	"Male"	"5th to 6th"	"Married spouse absent"	"Other relative"	"White"
"2281"	425	52	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Other"
"2282"	457	52	"Female"	"9th"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"2283"	566	52	"Male"	"HS to grad"	"Married spouse absent"	"Other relative"	"White"
"2284"	593	52	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2285"	693	52	"Male"	"Preschool"	"Married spouse absent"	"Other relative"	"White"
"2286"	780	52	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"2287"	812	52	"Female"	"Prof to school"	"Married spouse absent"	"Unmarried"	"Asian Pac Islander"
"2288"	875	52	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"2289"	908	52	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"2290"	954	52	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"Other"
"2291"	957	52	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"White"
"2292"	979	52	"Female"	"Bachelors"	"Married spouse absent"	"Other relative"	"Black"
"2293"	1039	52	"Female"	"9th"	"Widowed"	"Not in family"	"White"
"2294"	1058	52	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2295"	1268	52	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"2296"	1459	52	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"2297"	1465	52	"Male"	"11th"	"Married civ spouse"	"Husband"	"Other"
"2298"	1516	52	"Female"	"5th to 6th"	"Widowed"	"Unmarried"	"White"
"2299"	1597	52	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2300"	1668	52	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"2301"	1724	52	"Female"	"HS to grad"	"Divorced"	"Not in family"	"White"
"2302"	1730	52	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2303"	1881	52	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2304"	2065	52	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2305"	2181	52	"Male"	"Preschool"	"Married civ spouse"	"Husband"	"White"
"2306"	2211	52	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2307"	2283	52	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Other"
"2308"	2316	52	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2309"	2349	52	"Female"	"5th to 6th"	"Married civ spouse"	"Wife"	"White"
"2310"	2564	52	"Female"	"12th"	"Separated"	"Other relative"	"White"
"2311"	2590	52	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2312"	82	53	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"2313"	90	53	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2314"	128	53	"Female"	"9th"	"Divorced"	"Not in family"	"White"
"2315"	166	53	"Female"	"HS to grad"	"Divorced"	"Not in family"	"White"
"2316"	179	53	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"2317"	215	53	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"2318"	293	53	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"2319"	352	53	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"2320"	449	53	"Male"	"Bachelors"	"Never married"	"Own child"	"White"
"2321"	460	53	"Female"	"10th"	"Married spouse absent"	"Not in family"	"White"
"2322"	499	53	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2323"	540	53	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2324"	600	53	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"2325"	647	53	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"2326"	658	53	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2327"	752	53	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"2328"	811	53	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"2329"	930	53	"Male"	"11th"	"Divorced"	"Not in family"	"White"
"2330"	960	53	"Male"	"Some to college"	"Divorced"	"Not in family"	"White"
"2331"	962	53	"Male"	"Preschool"	"Married civ spouse"	"Husband"	"White"
"2332"	970	53	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"2333"	1005	53	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"2334"	1032	53	"Female"	"5th to 6th"	"Married civ spouse"	"Wife"	"Black"
"2335"	1115	53	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"2336"	1131	53	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
